Test Virus,Reference Virus,Titre
A/Texas/37/2007,A/Sofia/319/2007,640
A/Nevada/05/2007,A/Sofia/319/2007,80
A/Taiwan/760/2007,A/Sofia/319/2007,160
A/Paris/0259/2007,A/Sofia/319/2007,40
A/Paris/0358/2007,A/Sofia/319/2007,80
A/Switzerland/6904/2007,A/Sofia/319/2007,80
A/Paris/0653/2007,A/Sofia/319/2007,80
A/Belgium/SP13/2008,A/Sofia/319/2007,40
A/Belgium/SP12/2008,A/Sofia/319/2007,80
A/Hong Kong/4761/2007,A/Sofia/319/2007,40
A/Lyon/1381/2007,A/Sofia/319/2007,160
A/Hong Kong/4765/2007,A/Sofia/319/2007,160
A/Stockholm/2/2008,A/Sofia/319/2007,40
A/Finland/9/2008,A/Sofia/319/2007,80
A/Novosibirsk/1/2008,A/Sofia/319/2007,80
A/Wisconsin/67/2005,A/Serres/77/2007,640
A/Nepal/921/2006,A/Serres/77/2007,1280
A/Trieste/25c/2007,A/Serres/77/2007,80
A/Sofia/319/2007,A/Serres/77/2007,640
A/Serres/77/2007,A/Serres/77/2007,2560
A/Prague/3/2007,A/Serres/77/2007,640
A/Trieste/25E/2007,A/Serres/77/2007,320
A/Wisconsin/3/2007,A/Serres/77/2007,2560
A/Henan/Jinshui/147,A/Serres/77/2007,320
A/Brisbane/10/2007,A/Serres/77/2007,320
A/Uruguay/716/2007,A/Serres/77/2007,640
A/Kumamoto/30/2007,A/Serres/77/2007,80
A/Toyama/119/2007,A/Serres/77/2007,40
A/Madagascar/1236/2007,A/Serres/77/2007,320
A/Texas/37/2007,A/Serres/77/2007,320
A/Nevada/05/2007,A/Serres/77/2007,80
A/Taiwan/760/2007,A/Serres/77/2007,160
A/Paris/0259/2007,A/Serres/77/2007,40
A/Paris/0358/2007,A/Serres/77/2007,80
A/Switzerland/6904/2007,A/Serres/77/2007,80
A/Paris/0653/2007,A/Serres/77/2007,80
A/Belgium/SP13/2008,A/Serres/77/2007,40
A/Belgium/SP12/2008,A/Serres/77/2007,80
A/Hong Kong/4761/2007,A/Serres/77/2007,40
A/Lyon/1381/2007,A/Serres/77/2007,160
A/Hong Kong/4765/2007,A/Serres/77/2007,160
A/Stockholm/2/2008,A/Serres/77/2007,40
A/Finland/9/2008,A/Serres/77/2007,<40
A/Novosibirsk/1/2008,A/Serres/77/2007,80
A/Wisconsin/67/2005,A/Prague/3/2007,640
A/Nepal/921/2006,A/Prague/3/2007,1280
A/Trieste/25c/2007,A/Prague/3/2007,<40
A/Sofia/319/2007,A/Prague/3/2007,640
A/Serres/77/2007,A/Prague/3/2007,1280
A/Prague/3/2007,A/Prague/3/2007,1280
A/Trieste/25E/2007,A/Prague/3/2007,640
A/Wisconsin/3/2007,A/Prague/3/2007,1280
A/Henan/Jinshui/147,A/Prague/3/2007,640
A/Brisbane/10/2007,A/Prague/3/2007,640
A/Uruguay/716/2007,A/Prague/3/2007,640
A/Kumamoto/30/2007,A/Prague/3/2007,<40
A/Toyama/119/2007,A/Prague/3/2007,<40
A/Madagascar/1236/2007,A/Prague/3/2007,640
A/Texas/37/2007,A/Prague/3/2007,80
A/Nevada/05/2007,A/Prague/3/2007,<40
A/Taiwan/760/2007,A/Prague/3/2007,<40
A/Paris/0259/2007,A/Prague/3/2007,<40
A/Paris/0358/2007,A/Prague/3/2007,<40
A/Switzerland/6904/2007,A/Prague/3/2007,<40
A/Paris/0653/2007,A/Prague/3/2007,<40
A/Belgium/SP13/2008,A/Prague/3/2007,<40
A/Belgium/SP12/2008,A/Prague/3/2007,<40
A/Hong Kong/4761/2007,A/Prague/3/2007,<40
A/Lyon/1381/2007,A/Prague/3/2007,<40
A/Hong Kong/4765/2007,A/Prague/3/2007,80
A/Stockholm/2/2008,A/Prague/3/2007,<40
A/Finland/9/2008,A/Prague/3/2007,<40
A/Novosibirsk/1/2008,A/Prague/3/2007,<40
A/Wisconsin/67/2005,A/Trieste/25E/2007,2560
A/Nepal/921/2006,A/Trieste/25E/2007,2560
A/Trieste/25c/2007,A/Trieste/25E/2007,160
A/Sofia/319/2007,A/Trieste/25E/2007,1280
A/Serres/77/2007,A/Trieste/25E/2007,2560
A/Prague/3/2007,A/Trieste/25E/2007,1280
A/Trieste/25E/2007,A/Trieste/25E/2007,1280
A/Wisconsin/3/2007,A/Trieste/25E/2007,2560
A/Henan/Jinshui/147,A/Trieste/25E/2007,1280
A/Brisbane/10/2007,A/Trieste/25E/2007,1280
A/Uruguay/716/2007,A/Trieste/25E/2007,1280
A/Kumamoto/30/2007,A/Trieste/25E/2007,80
A/Toyama/119/2007,A/Trieste/25E/2007,80
A/Madagascar/1236/2007,A/Trieste/25E/2007,2560
A/Texas/37/2007,A/Trieste/25E/2007,640
A/Nevada/05/2007,A/Trieste/25E/2007,160
A/Taiwan/760/2007,A/Trieste/25E/2007,320
A/Paris/0259/2007,A/Trieste/25E/2007,160
A/Paris/0358/2007,A/Trieste/25E/2007,160
A/Switzerland/6904/2007,A/Trieste/25E/2007,160
A/Paris/0653/2007,A/Trieste/25E/2007,160
A/Belgium/SP13/2008,A/Trieste/25E/2007,80
A/Belgium/SP12/2008,A/Trieste/25E/2007,80
A/Hong Kong/4761/2007,A/Trieste/25E/2007,80
A/Lyon/1381/2007,A/Trieste/25E/2007,160
A/Hong Kong/4765/2007,A/Trieste/25E/2007,80
A/Stockholm/2/2008,A/Trieste/25E/2007,80
A/Finland/9/2008,A/Trieste/25E/2007,80
A/Novosibirsk/1/2008,A/Trieste/25E/2007,160
A/Wisconsin/67/2005,A/Wisconsin/3/2007,640
A/Nepal/921/2006,A/Wisconsin/3/2007,640
A/Trieste/25c/2007,A/Wisconsin/3/2007,160
A/Sofia/319/2007,A/Wisconsin/3/2007,640
A/Serres/77/2007,A/Wisconsin/3/2007,1280
A/Prague/3/2007,A/Wisconsin/3/2007,640
A/Trieste/25E/2007,A/Wisconsin/3/2007,640
A/Wisconsin/3/2007,A/Wisconsin/3/2007,2560
A/Henan/Jinshui/147,A/Wisconsin/3/2007,640
A/Brisbane/10/2007,A/Wisconsin/3/2007,640
A/Uruguay/716/2007,A/Wisconsin/3/2007,640
A/Kumamoto/30/2007,A/Wisconsin/3/2007,160
A/Toyama/119/2007,A/Wisconsin/3/2007,80
A/Madagascar/1236/2007,A/Wisconsin/3/2007,640
A/Texas/37/2007,A/Wisconsin/3/2007,640
A/Nevada/05/2007,A/Wisconsin/3/2007,160
A/Taiwan/760/2007,A/Wisconsin/3/2007,320
A/Paris/0259/2007,A/Wisconsin/3/2007,80
A/Paris/0358/2007,A/Wisconsin/3/2007,160
A/Switzerland/6904/2007,A/Wisconsin/3/2007,160
A/Paris/0653/2007,A/Wisconsin/3/2007,160
A/Belgium/SP13/2008,A/Wisconsin/3/2007,80
A/Belgium/SP12/2008,A/Wisconsin/3/2007,80
A/Hong Kong/4761/2007,A/Wisconsin/3/2007,160
A/Lyon/1381/2007,A/Wisconsin/3/2007,160
A/Hong Kong/4765/2007,A/Wisconsin/3/2007,160
A/Stockholm/2/2008,A/Wisconsin/3/2007,80
A/Finland/9/2008,A/Wisconsin/3/2007,80
A/Novosibirsk/1/2008,A/Wisconsin/3/2007,160
A/Wisconsin/67/2005,A/Henan/Jinshui/147/2007,2560
A/Nepal/921/2006,A/Henan/Jinshui/147/2007,5120
A/Trieste/25c/2007,A/Henan/Jinshui/147/2007,80
A/Sofia/319/2007,A/Henan/Jinshui/147/2007,5120
A/Serres/77/2007,A/Henan/Jinshui/147/2007,5120
A/Prague/3/2007,A/Henan/Jinshui/147/2007,5120
A/Trieste/25E/2007,A/Henan/Jinshui/147/2007,5120
A/Wisconsin/3/2007,A/Henan/Jinshui/147/2007,5120
A/Henan/Jinshui/147,A/Henan/Jinshui/147/2007,5120
A/Brisbane/10/2007,A/Henan/Jinshui/147/2007,5120
A/Uruguay/716/2007,A/Henan/Jinshui/147/2007,5120
A/Kumamoto/30/2007,A/Henan/Jinshui/147/2007,80
A/Toyama/119/2007,A/Henan/Jinshui/147/2007,80
A/Madagascar/1236/2007,A/Henan/Jinshui/147/2007,5120
A/Texas/37/2007,A/Henan/Jinshui/147/2007,640
A/Nevada/05/2007,A/Henan/Jinshui/147/2007,80
A/Taiwan/760/2007,A/Henan/Jinshui/147/2007,160
A/Paris/0259/2007,A/Henan/Jinshui/147/2007,40
A/Paris/0358/2007,A/Henan/Jinshui/147/2007,80
A/Switzerland/6904/2007,A/Henan/Jinshui/147/2007,80
A/Paris/0653/2007,A/Henan/Jinshui/147/2007,80
A/Belgium/SP13/2008,A/Henan/Jinshui/147/2007,80
A/Belgium/SP12/2008,A/Henan/Jinshui/147/2007,160
A/Hong Kong/4761/2007,A/Henan/Jinshui/147/2007,80
A/Lyon/1381/2007,A/Henan/Jinshui/147/2007,160
A/Hong Kong/4765/2007,A/Henan/Jinshui/147/2007,80
A/Stockholm/2/2008,A/Henan/Jinshui/147/2007,<40
A/Finland/9/2008,A/Henan/Jinshui/147/2007,80
A/Novosibirsk/1/2008,A/Henan/Jinshui/147/2007,80
A/Wisconsin/67/2005,A/Brisbane/10/2007,2560
A/Nepal/921/2006,A/Brisbane/10/2007,2560
A/Trieste/25c/2007,A/Brisbane/10/2007,320
A/Sofia/319/2007,A/Brisbane/10/2007,1280
A/Serres/77/2007,A/Brisbane/10/2007,2560
A/Prague/3/2007,A/Brisbane/10/2007,2560
A/Trieste/25E/2007,A/Brisbane/10/2007,1280
A/Wisconsin/3/2007,A/Brisbane/10/2007,5120
A/Henan/Jinshui/147,A/Brisbane/10/2007,1280
A/Brisbane/10/2007,A/Brisbane/10/2007,1280
A/Uruguay/716/2007,A/Brisbane/10/2007,1280
A/Kumamoto/30/2007,A/Brisbane/10/2007,320
A/Toyama/119/2007,A/Brisbane/10/2007,160
A/Madagascar/1236/2007,A/Brisbane/10/2007,2560
A/Texas/37/2007,A/Brisbane/10/2007,1280
A/Nevada/05/2007,A/Brisbane/10/2007,320
A/Taiwan/760/2007,A/Brisbane/10/2007,640
A/Paris/0259/2007,A/Brisbane/10/2007,320
A/Paris/0358/2007,A/Brisbane/10/2007,320
A/Switzerland/6904/2007,A/Brisbane/10/2007,320
A/Paris/0653/2007,A/Brisbane/10/2007,320
A/Belgium/SP13/2008,A/Brisbane/10/2007,320
A/Belgium/SP12/2008,A/Brisbane/10/2007,320
A/Hong Kong/4761/2007,A/Brisbane/10/2007,160
A/Lyon/1381/2007,A/Brisbane/10/2007,320
A/Hong Kong/4765/2007,A/Brisbane/10/2007,160
A/Stockholm/2/2008,A/Brisbane/10/2007,80
A/Finland/9/2008,A/Brisbane/10/2007,160
A/Novosibirsk/1/2008,A/Brisbane/10/2007,320
A/Wisconsin/67/2005,A/Uruguay/716/2007,2560
A/Nepal/921/2006,A/Uruguay/716/2007,2560
A/Trieste/25c/2007,A/Uruguay/716/2007,160
A/Sofia/319/2007,A/Uruguay/716/2007,2560
A/Serres/77/2007,A/Uruguay/716/2007,2560
A/Prague/3/2007,A/Uruguay/716/2007,2560
A/Trieste/25E/2007,A/Uruguay/716/2007,2560
A/Wisconsin/3/2007,A/Uruguay/716/2007,5120
A/Henan/Jinshui/147,A/Uruguay/716/2007,2560
A/Brisbane/10/2007,A/Uruguay/716/2007,2560
A/Uruguay/716/2007,A/Uruguay/716/2007,5120
A/Kumamoto/30/2007,A/Uruguay/716/2007,160
A/Toyama/119/2007,A/Uruguay/716/2007,160
A/Madagascar/1236/2007,A/Uruguay/716/2007,*
A/Texas/37/2007,A/Uruguay/716/2007,640
A/Nevada/05/2007,A/Uruguay/716/2007,160
A/Taiwan/760/2007,A/Uruguay/716/2007,160
A/Paris/0259/2007,A/Uruguay/716/2007,160
A/Paris/0358/2007,A/Uruguay/716/2007,160
A/Switzerland/6904/2007,A/Uruguay/716/2007,*
A/Paris/0653/2007,A/Uruguay/716/2007,*
A/Belgium/SP13/2008,A/Uruguay/716/2007,160
A/Belgium/SP12/2008,A/Uruguay/716/2007,160
A/Hong Kong/4761/2007,A/Uruguay/716/2007,*
A/Lyon/1381/2007,A/Uruguay/716/2007,160
A/Hong Kong/4765/2007,A/Uruguay/716/2007,*
A/Stockholm/2/2008,A/Uruguay/716/2007,80
A/Finland/9/2008,A/Uruguay/716/2007,320
A/Novosibirsk/1/2008,A/Uruguay/716/2007,160
