Test Virus,Reference Virus,Titre
A/Victoria/513/2004,A/Wellington/1/2004,320
A/Shantou/1386/2004,A/Wellington/1/2004,640
A/Shantou/1390/2004,A/Wellington/1/2004,160
A/Shantou/1395/2004,A/Wellington/1/2004,160
A/Shantou/1401/2004,A/Wellington/1/2004,1280
A/Shantou/1255/2004,A/Wellington/1/2004,80
A/Shantou/1263/2004,A/Wellington/1/2004,640
A/Shantou/1273/2004,A/Wellington/1/2004,640
A/Shantou/1441/2004,A/Wellington/1/2004,320
A/Shantou/1450/2004,A/Wellington/1/2004,80
A/Shantou/1308/2004,A/Wellington/1/2004,80
A/Shantou/1309/2004,A/Wellington/1/2004,160
A/Shantou/1319/2004,A/Wellington/1/2004,80
A/Shantou/1320/2004,A/Wellington/1/2004,160
A/Hong Kong/4465/2004,A/Wellington/1/2004,80
A/Shantou/1471/2004,A/Wellington/1/2004,160
A/Shantou/1478/2004,A/Wellington/1/2004,320
A/Hong Kong/4584/2004,A/Wellington/1/2004,320
A/Hong Kong/4593/2004,A/Wellington/1/2004,320
A/Norway/1103/2004,A/Wellington/1/2004,640
A/Hong Kong/4607/2004,A/Wellington/1/2004,80
A/Madrid/G1681/2004,A/Wellington/1/2004,640
A/Madrid/RR1735/2004,A/Wellington/1/2004,80
A/Madrid/RR1734/2004,A/Wellington/1/2004,160
A/Madrid/G1687/2004,A/Wellington/1/2004,160
A/Madrid/RR1731/2004,A/Wellington/1/2004,80
A/Madrid/G1697/2004,A/Wellington/1/2004,160
A/Latvia/15743/2004,A/Wellington/1/2004,320
A/Panama/2007/1999,A/Shantou/1219/2004,80
A/Wyoming/3/2003,A/Shantou/1219/2004,640
A/Christchurch/28/2003,A/Shantou/1219/2004,160
A/Wellington/1/2004,A/Shantou/1219/2004,1280
A/Shantou/1219/2004,A/Shantou/1219/2004,320
A/Oslo/807/2004,A/Shantou/1219/2004,160
A/Finland/486/2004,A/Shantou/1219/2004,1280
A/Victoria/500/2004,A/Shantou/1219/2004,2560
A/Singapore/37/2004,A/Shantou/1219/2004,2560
A/Victoria/513/2004,A/Shantou/1219/2004,2560
A/Shantou/1386/2004,A/Shantou/1219/2004,1280
A/Shantou/1390/2004,A/Shantou/1219/2004,1280
A/Shantou/1395/2004,A/Shantou/1219/2004,1280
A/Shantou/1401/2004,A/Shantou/1219/2004,1280
A/Shantou/1255/2004,A/Shantou/1219/2004,1280
A/Shantou/1263/2004,A/Shantou/1219/2004,1280
A/Shantou/1273/2004,A/Shantou/1219/2004,1280
A/Shantou/1441/2004,A/Shantou/1219/2004,320
A/Shantou/1450/2004,A/Shantou/1219/2004,80
A/Shantou/1308/2004,A/Shantou/1219/2004,320
A/Shantou/1309/2004,A/Shantou/1219/2004,1280
A/Shantou/1319/2004,A/Shantou/1219/2004,640
A/Shantou/1320/2004,A/Shantou/1219/2004,1280
A/Hong Kong/4465/2004,A/Shantou/1219/2004,160
A/Shantou/1471/2004,A/Shantou/1219/2004,320
A/Shantou/1478/2004,A/Shantou/1219/2004,640
A/Hong Kong/4584/2004,A/Shantou/1219/2004,1280
A/Hong Kong/4593/2004,A/Shantou/1219/2004,1280
A/Norway/1103/2004,A/Shantou/1219/2004,1280
A/Hong Kong/4607/2004,A/Shantou/1219/2004,80
A/Madrid/G1681/2004,A/Shantou/1219/2004,2560
A/Madrid/RR1735/2004,A/Shantou/1219/2004,1280
A/Madrid/RR1734/2004,A/Shantou/1219/2004,1280
A/Madrid/G1687/2004,A/Shantou/1219/2004,1280
A/Madrid/RR1731/2004,A/Shantou/1219/2004,320
A/Madrid/G1697/2004,A/Shantou/1219/2004,1280
A/Latvia/15743/2004,A/Shantou/1219/2004,1280
A/Panama/2007/1999,A/Oslo/807/2004,160
A/Wyoming/3/2003,A/Oslo/807/2004,1280
A/Christchurch/28/2003,A/Oslo/807/2004,160
A/Wellington/1/2004,A/Oslo/807/2004,1280
A/Shantou/1219/2004,A/Oslo/807/2004,320
A/Oslo/807/2004,A/Oslo/807/2004,320
A/Finland/486/2004,A/Oslo/807/2004,1280
A/Victoria/500/2004,A/Oslo/807/2004,2560
A/Singapore/37/2004,A/Oslo/807/2004,2560
A/Victoria/513/2004,A/Oslo/807/2004,2560
A/Shantou/1386/2004,A/Oslo/807/2004,640
A/Shantou/1390/2004,A/Oslo/807/2004,1280
A/Shantou/1395/2004,A/Oslo/807/2004,1280
A/Shantou/1401/2004,A/Oslo/807/2004,1280
A/Shantou/1255/2004,A/Oslo/807/2004,1280
A/Shantou/1263/2004,A/Oslo/807/2004,1280
A/Shantou/1273/2004,A/Oslo/807/2004,640
A/Shantou/1441/2004,A/Oslo/807/2004,1280
A/Shantou/1450/2004,A/Oslo/807/2004,80
A/Shantou/1308/2004,A/Oslo/807/2004,320
A/Shantou/1309/2004,A/Oslo/807/2004,1280
A/Shantou/1319/2004,A/Oslo/807/2004,1280
A/Shantou/1320/2004,A/Oslo/807/2004,1280
A/Hong Kong/4465/2004,A/Oslo/807/2004,160
A/Shantou/1471/2004,A/Oslo/807/2004,640
A/Shantou/1478/2004,A/Oslo/807/2004,1280
A/Hong Kong/4584/2004,A/Oslo/807/2004,1280
A/Hong Kong/4593/2004,A/Oslo/807/2004,1280
A/Norway/1103/2004,A/Oslo/807/2004,2560
A/Hong Kong/4607/2004,A/Oslo/807/2004,160
A/Madrid/G1681/2004,A/Oslo/807/2004,2560
A/Madrid/RR1735/2004,A/Oslo/807/2004,1280
A/Madrid/RR1734/2004,A/Oslo/807/2004,1280
A/Madrid/G1687/2004,A/Oslo/807/2004,1280
A/Madrid/RR1731/2004,A/Oslo/807/2004,640
A/Madrid/G1697/2004,A/Oslo/807/2004,1280
A/Latvia/15743/2004,A/Oslo/807/2004,1280
A/Panama/2007/1999,A/Finland/486/2004,40
A/Wyoming/3/2003,A/Finland/486/2004,320
A/Christchurch/28/2003,A/Finland/486/2004,80
A/Wellington/1/2004,A/Finland/486/2004,320
A/Shantou/1219/2004,A/Finland/486/2004,160
A/Oslo/807/2004,A/Finland/486/2004,160
A/Finland/486/2004,A/Finland/486/2004,640
A/Victoria/500/2004,A/Finland/486/2004,640
A/Singapore/37/2004,A/Finland/486/2004,1280
A/Victoria/513/2004,A/Finland/486/2004,1280
A/Shantou/1386/2004,A/Finland/486/2004,320
A/Shantou/1390/2004,A/Finland/486/2004,320
A/Shantou/1395/2004,A/Finland/486/2004,320
A/Shantou/1401/2004,A/Finland/486/2004,320
A/Shantou/1255/2004,A/Finland/486/2004,160
A/Shantou/1263/2004,A/Finland/486/2004,320
A/Shantou/1273/2004,A/Finland/486/2004,160
A/Shantou/1441/2004,A/Finland/486/2004,320
A/Shantou/1450/2004,A/Finland/486/2004,80
A/Shantou/1308/2004,A/Finland/486/2004,160
A/Shantou/1309/2004,A/Finland/486/2004,320
A/Shantou/1319/2004,A/Finland/486/2004,160
A/Shantou/1320/2004,A/Finland/486/2004,320
A/Hong Kong/4465/2004,A/Finland/486/2004,160
A/Shantou/1471/2004,A/Finland/486/2004,160
A/Shantou/1478/2004,A/Finland/486/2004,320
A/Hong Kong/4584/2004,A/Finland/486/2004,320
A/Hong Kong/4593/2004,A/Finland/486/2004,320
A/Norway/1103/2004,A/Finland/486/2004,640
A/Hong Kong/4607/2004,A/Finland/486/2004,160
A/Madrid/G1681/2004,A/Finland/486/2004,1280
A/Madrid/RR1735/2004,A/Finland/486/2004,160
A/Madrid/RR1734/2004,A/Finland/486/2004,640
A/Madrid/G1687/2004,A/Finland/486/2004,160
A/Madrid/RR1731/2004,A/Finland/486/2004,160
A/Madrid/G1697/2004,A/Finland/486/2004,320
A/Latvia/15743/2004,A/Finland/486/2004,320
A/Panama/2007/1999,A/Victoria/500/2004,80
A/Wyoming/3/2003,A/Victoria/500/2004,160
A/Christchurch/28/2003,A/Victoria/500/2004,80
A/Wellington/1/2004,A/Victoria/500/2004,320
A/Shantou/1219/2004,A/Victoria/500/2004,160
A/Oslo/807/2004,A/Victoria/500/2004,160
A/Finland/486/2004,A/Victoria/500/2004,320
A/Victoria/500/2004,A/Victoria/500/2004,640
A/Singapore/37/2004,A/Victoria/500/2004,1280
A/Victoria/513/2004,A/Victoria/500/2004,640
A/Shantou/1386/2004,A/Victoria/500/2004,320
A/Shantou/1390/2004,A/Victoria/500/2004,160
A/Shantou/1395/2004,A/Victoria/500/2004,160
A/Shantou/1401/2004,A/Victoria/500/2004,320
A/Shantou/1255/2004,A/Victoria/500/2004,320
A/Shantou/1263/2004,A/Victoria/500/2004,320
A/Shantou/1273/2004,A/Victoria/500/2004,320
A/Shantou/1441/2004,A/Victoria/500/2004,160
A/Shantou/1450/2004,A/Victoria/500/2004,160
A/Shantou/1308/2004,A/Victoria/500/2004,320
A/Shantou/1309/2004,A/Victoria/500/2004,320
A/Shantou/1319/2004,A/Victoria/500/2004,160
A/Shantou/1320/2004,A/Victoria/500/2004,320
A/Hong Kong/4465/2004,A/Victoria/500/2004,160
A/Shantou/1471/2004,A/Victoria/500/2004,160
A/Shantou/1478/2004,A/Victoria/500/2004,160
A/Hong Kong/4584/2004,A/Victoria/500/2004,320
A/Hong Kong/4593/2004,A/Victoria/500/2004,320
A/Norway/1103/2004,A/Victoria/500/2004,320
A/Hong Kong/4607/2004,A/Victoria/500/2004,80
A/Madrid/G1681/2004,A/Victoria/500/2004,640
A/Madrid/RR1735/2004,A/Victoria/500/2004,160
A/Madrid/RR1734/2004,A/Victoria/500/2004,320
A/Madrid/G1687/2004,A/Victoria/500/2004,160
A/Madrid/RR1731/2004,A/Victoria/500/2004,160
A/Madrid/G1697/2004,A/Victoria/500/2004,320
A/Latvia/15743/2004,A/Victoria/500/2004,320
A/Panama/2007/1999,A/Singapore/37/2004,160
A/Wyoming/3/2003,A/Singapore/37/2004,640
A/Christchurch/28/2003,A/Singapore/37/2004,80
A/Wellington/1/2004,A/Singapore/37/2004,640
A/Shantou/1219/2004,A/Singapore/37/2004,320
A/Oslo/807/2004,A/Singapore/37/2004,160
A/Finland/486/2004,A/Singapore/37/2004,640
A/Victoria/500/2004,A/Singapore/37/2004,640
A/Singapore/37/2004,A/Singapore/37/2004,2560
A/Victoria/513/2004,A/Singapore/37/2004,2560
A/Shantou/1386/2004,A/Singapore/37/2004,640
A/Shantou/1390/2004,A/Singapore/37/2004,320
A/Shantou/1395/2004,A/Singapore/37/2004,320
A/Shantou/1401/2004,A/Singapore/37/2004,640
A/Shantou/1255/2004,A/Singapore/37/2004,320
A/Shantou/1263/2004,A/Singapore/37/2004,640
A/Shantou/1273/2004,A/Singapore/37/2004,640
A/Shantou/1441/2004,A/Singapore/37/2004,320
A/Shantou/1450/2004,A/Singapore/37/2004,160
A/Shantou/1308/2004,A/Singapore/37/2004,320
A/Shantou/1309/2004,A/Singapore/37/2004,640
A/Shantou/1319/2004,A/Singapore/37/2004,160
A/Shantou/1320/2004,A/Singapore/37/2004,640
A/Hong Kong/4465/2004,A/Singapore/37/2004,160
A/Shantou/1471/2004,A/Singapore/37/2004,160
A/Shantou/1478/2004,A/Singapore/37/2004,320
A/Hong Kong/4584/2004,A/Singapore/37/2004,640
A/Hong Kong/4593/2004,A/Singapore/37/2004,640
A/Norway/1103/2004,A/Singapore/37/2004,640
A/Hong Kong/4607/2004,A/Singapore/37/2004,80
A/Madrid/G1681/2004,A/Singapore/37/2004,1280
A/Madrid/RR1735/2004,A/Singapore/37/2004,160
A/Madrid/RR1734/2004,A/Singapore/37/2004,640
A/Madrid/G1687/2004,A/Singapore/37/2004,320
A/Madrid/RR1731/2004,A/Singapore/37/2004,160
A/Madrid/G1697/2004,A/Singapore/37/2004,320
A/Latvia/15743/2004,A/Singapore/37/2004,640
A/Panama/2007/1999,A/Victoria/513/2004,160
A/Wyoming/3/2003,A/Victoria/513/2004,160
A/Christchurch/28/2003,A/Victoria/513/2004,80
A/Wellington/1/2004,A/Victoria/513/2004,640
A/Shantou/1219/2004,A/Victoria/513/2004,160
A/Oslo/807/2004,A/Victoria/513/2004,160
A/Finland/486/2004,A/Victoria/513/2004,320
A/Victoria/500/2004,A/Victoria/513/2004,640
A/Singapore/37/2004,A/Victoria/513/2004,2560
A/Victoria/513/2004,A/Victoria/513/2004,2560
A/Shantou/1386/2004,A/Victoria/513/2004,640
A/Shantou/1390/2004,A/Victoria/513/2004,320
A/Shantou/1395/2004,A/Victoria/513/2004,320
A/Shantou/1401/2004,A/Victoria/513/2004,640
A/Shantou/1255/2004,A/Victoria/513/2004,320
A/Shantou/1263/2004,A/Victoria/513/2004,640
A/Shantou/1273/2004,A/Victoria/513/2004,640
A/Shantou/1441/2004,A/Victoria/513/2004,320
A/Shantou/1450/2004,A/Victoria/513/2004,160
A/Shantou/1308/2004,A/Victoria/513/2004,320
A/Shantou/1309/2004,A/Victoria/513/2004,640
A/Shantou/1319/2004,A/Victoria/513/2004,160
A/Shantou/1320/2004,A/Victoria/513/2004,320
A/Hong Kong/4465/2004,A/Victoria/513/2004,160
A/Shantou/1471/2004,A/Victoria/513/2004,160
A/Shantou/1478/2004,A/Victoria/513/2004,320
A/Hong Kong/4584/2004,A/Victoria/513/2004,640
A/Hong Kong/4593/2004,A/Victoria/513/2004,320
A/Norway/1103/2004,A/Victoria/513/2004,640
A/Hong Kong/4607/2004,A/Victoria/513/2004,80
A/Madrid/G1681/2004,A/Victoria/513/2004,640
A/Madrid/RR1735/2004,A/Victoria/513/2004,160
A/Madrid/RR1734/2004,A/Victoria/513/2004,320
A/Madrid/G1687/2004,A/Victoria/513/2004,160
A/Madrid/RR1731/2004,A/Victoria/513/2004,80
A/Madrid/G1697/2004,A/Victoria/513/2004,160
A/Latvia/15743/2004,A/Victoria/513/2004,320
A/Panama/2007/1999,A/Victoria/110/2004,160
A/Wyoming/3/2003,A/Victoria/110/2004,1280
A/Christchurch/28/2003,A/Victoria/110/2004,640
A/Wellington/1/2004,A/Victoria/110/2004,1280
A/Shantou/1219/2004,A/Victoria/110/2004,320
A/Oslo/807/2004,A/Victoria/110/2004,320
A/Finland/486/2004,A/Victoria/110/2004,1280
A/Victoria/500/2004,A/Victoria/110/2004,2560
A/Singapore/37/2004,A/Victoria/110/2004,2560
A/Victoria/513/2004,A/Victoria/110/2004,2560
A/Shantou/1386/2004,A/Victoria/110/2004,1280
A/Shantou/1390/2004,A/Victoria/110/2004,640
A/Shantou/1395/2004,A/Victoria/110/2004,640
A/Shantou/1401/2004,A/Victoria/110/2004,1280
A/Shantou/1255/2004,A/Victoria/110/2004,640
A/Shantou/1263/2004,A/Victoria/110/2004,1280
A/Shantou/1273/2004,A/Victoria/110/2004,1280
A/Shantou/1441/2004,A/Victoria/110/2004,640
A/Shantou/1450/2004,A/Victoria/110/2004,640
A/Shantou/1308/2004,A/Victoria/110/2004,640
A/Shantou/1309/2004,A/Victoria/110/2004,1280
A/Shantou/1319/2004,A/Victoria/110/2004,640
A/Shantou/1320/2004,A/Victoria/110/2004,1280
A/Hong Kong/4465/2004,A/Victoria/110/2004,160
A/Shantou/1471/2004,A/Victoria/110/2004,320
A/Shantou/1478/2004,A/Victoria/110/2004,640
A/Hong Kong/4584/2004,A/Victoria/110/2004,640
A/Hong Kong/4593/2004,A/Victoria/110/2004,640
A/Norway/1103/2004,A/Victoria/110/2004,1280
A/Hong Kong/4607/2004,A/Victoria/110/2004,160
A/Madrid/G1681/2004,A/Victoria/110/2004,1280
A/Madrid/RR1735/2004,A/Victoria/110/2004,1280
A/Madrid/RR1734/2004,A/Victoria/110/2004,1280
A/Madrid/G1687/2004,A/Victoria/110/2004,1280
A/Madrid/RR1731/2004,A/Victoria/110/2004,320
A/Madrid/G1697/2004,A/Victoria/110/2004,1280
A/Latvia/15743/2004,A/Victoria/110/2004,1280
A/Panama/2007/1999,A/Panama/2007/1999,5120
A/Wyoming/3/2003,A/Panama/2007/1999,320
A/Christchurch/28/2003,A/Panama/2007/1999,80
A/Wellington/1/2004,A/Panama/2007/1999,320
A/Shantou/1219/2004,A/Panama/2007/1999,80
A/Oslo/807/2004,A/Panama/2007/1999,80
A/Finland/486/2004,A/Panama/2007/1999,80
A/Singapore/37/2004,A/Panama/2007/1999,160
A/Netherlands/132/2004,A/Panama/2007/1999,80
A/Netherlands/138/2004,A/Panama/2007/1999,160
A/Berlin/35/2004,A/Panama/2007/1999,80
A/Hong Kong/4614/2004,A/Panama/2007/1999,40
A/Berlin/37/2004,A/Panama/2007/1999,80
A/Lisbon/4/2004,A/Panama/2007/1999,40
A/Tokyo/1035/2004,A/Panama/2007/1999,160
A/Norway/1191/2004,A/Panama/2007/1999,80
A/England/77/2005,A/Panama/2007/1999,320
A/Panama/2007/1999,A/Wyoming/3/2003,320
A/Wyoming/3/2003,A/Wyoming/3/2003,2560
A/Christchurch/28/2003,A/Wyoming/3/2003,1280
A/Wellington/1/2004,A/Wyoming/3/2003,2560
A/Shantou/1219/2004,A/Wyoming/3/2003,160
A/Oslo/807/2004,A/Wyoming/3/2003,160
A/Finland/486/2004,A/Wyoming/3/2003,160
A/Singapore/37/2004,A/Wyoming/3/2003,320
A/Netherlands/132/2004,A/Wyoming/3/2003,320
A/Netherlands/138/2004,A/Wyoming/3/2003,320
A/Berlin/35/2004,A/Wyoming/3/2003,320
A/Hong Kong/4614/2004,A/Wyoming/3/2003,160
A/Berlin/37/2004,A/Wyoming/3/2003,160
A/Lisbon/4/2004,A/Wyoming/3/2003,160
A/Tokyo/1035/2004,A/Wyoming/3/2003,320
A/Norway/1191/2004,A/Wyoming/3/2003,160
A/England/77/2005,A/Wyoming/3/2003,1280
A/Panama/2007/1999,A/Wyoming/3/2003,640
A/Wyoming/3/2003,A/Wyoming/3/2003,5120
A/Christchurch/28/2003,A/Wyoming/3/2003,2560
A/Wellington/1/2004,A/Wyoming/3/2003,5120
A/Shantou/1219/2004,A/Wyoming/3/2003,320
A/Oslo/807/2004,A/Wyoming/3/2003,320
A/Finland/486/2004,A/Wyoming/3/2003,640
A/Singapore/37/2004,A/Wyoming/3/2003,2560
A/Netherlands/132/2004,A/Wyoming/3/2003,640
A/Netherlands/138/2004,A/Wyoming/3/2003,640
A/Berlin/35/2004,A/Wyoming/3/2003,640
A/Hong Kong/4614/2004,A/Wyoming/3/2003,160
A/Berlin/37/2004,A/Wyoming/3/2003,320
A/Lisbon/4/2004,A/Wyoming/3/2003,160
A/Tokyo/1035/2004,A/Wyoming/3/2003,640
A/Norway/1191/2004,A/Wyoming/3/2003,320
A/England/77/2005,A/Wyoming/3/2003,1280
A/Panama/2007/1999,A/Christchurch/28/2003,160
A/Wyoming/3/2003,A/Christchurch/28/2003,2560
A/Christchurch/28/2003,A/Christchurch/28/2003,2560
A/Wellington/1/2004,A/Christchurch/28/2003,1280
A/Shantou/1219/2004,A/Christchurch/28/2003,320
A/Oslo/807/2004,A/Christchurch/28/2003,160
A/Finland/486/2004,A/Christchurch/28/2003,320
A/Singapore/37/2004,A/Christchurch/28/2003,320
A/Netherlands/132/2004,A/Christchurch/28/2003,320
A/Netherlands/138/2004,A/Christchurch/28/2003,640
A/Berlin/35/2004,A/Christchurch/28/2003,160
A/Hong Kong/4614/2004,A/Christchurch/28/2003,80
A/Berlin/37/2004,A/Christchurch/28/2003,160
A/Lisbon/4/2004,A/Christchurch/28/2003,160
A/Tokyo/1035/2004,A/Christchurch/28/2003,640
A/Norway/1191/2004,A/Christchurch/28/2003,160
A/England/77/2005,A/Christchurch/28/2003,1280
A/Panama/2007/1999,A/Wellington/1/2004,160
A/Wyoming/3/2003,A/Wellington/1/2004,320
A/Christchurch/28/2003,A/Wellington/1/2004,160
A/Wellington/1/2004,A/Wellington/1/2004,2560
A/Shantou/1219/2004,A/Wellington/1/2004,160
A/Oslo/807/2004,A/Wellington/1/2004,160
A/Finland/486/2004,A/Wellington/1/2004,320
A/Singapore/37/2004,A/Wellington/1/2004,320
A/Netherlands/132/2004,A/Wellington/1/2004,320
A/Netherlands/138/2004,A/Wellington/1/2004,320
A/Berlin/35/2004,A/Wellington/1/2004,160
A/Hong Kong/4614/2004,A/Wellington/1/2004,80
A/Berlin/37/2004,A/Wellington/1/2004,160
A/Lisbon/4/2004,A/Wellington/1/2004,160
A/Tokyo/1035/2004,A/Wellington/1/2004,320
A/Norway/1191/2004,A/Wellington/1/2004,160
A/England/77/2005,A/Wellington/1/2004,640
A/Panama/2007/1999,A/Wellington/1/2004,160
A/Wyoming/3/2003,A/Wellington/1/2004,640
A/Christchurch/28/2003,A/Wellington/1/2004,160
A/Wellington/1/2004,A/Wellington/1/2004,5120
A/Shantou/1219/2004,A/Wellington/1/2004,160
A/Oslo/807/2004,A/Wellington/1/2004,160
A/Finland/486/2004,A/Wellington/1/2004,320
A/Singapore/37/2004,A/Wellington/1/2004,640
A/Netherlands/132/2004,A/Wellington/1/2004,320
A/Netherlands/138/2004,A/Wellington/1/2004,640
A/Berlin/35/2004,A/Wellington/1/2004,160
A/Hong Kong/4614/2004,A/Wellington/1/2004,160
A/Berlin/37/2004,A/Wellington/1/2004,160
A/Lisbon/4/2004,A/Wellington/1/2004,160
A/Tokyo/1035/2004,A/Wellington/1/2004,640
